movie_title,year,episode,song_title,artists,song_id,track_id
the o.c.,2003,the swells (#3.6),publish my love (album version),rogue wave,428036.0,258827.0
the man who fell to earth,1976,nan,boys from the south,john phillips,434975.0,672578.0
dtv valentine,"[1986, 1981]",nan,rock this town ,brian setzer+the stray cats,483371.0,402961.0
top of the pops,"[1964, 1981]",(1981-02-19),rock this town ,the stray cats,483371.0,301464.0
velvet goldmine,"[1998, 1970]",nan,band of gold,freda payne,649819.0,712670.0
terror firmer,1999,nan,never giving up,the bus boys,308388.0,642051.0
the kids are alright,"[1979, 1996]",nan,a quick one while he's away,pete townshend+the who,136162.0,668041.0
the rolling stones rock and roll circus,1996,nan,a quick one (while hes away),pete townshend+the who,136162.0,682049.0
mr. & mrs. smith,"[2005, 2004]",nan,(who discovered) america?,jason roberts+william abers+raul pacheco+justin poree+ozomatli,822031.0,546502.0
manic street preachers: live from cardiff castle,"[2015, 1994]",nan,yes,manic street preachers,608256.0,532826.0
the o.c.,"[2003, 1967]",the homecoming (#1.11),caravan,gordon jenkins,855653.0,258545.0
the sandlot,1993,nan,smokie - part 2,bill black's combo,649620.0,682818.0
skeppsholmen,"[2002, 1990]",(#2.9),i don't want to know,vaya con dios,446776.0,214096.0
under the mistletoe,2006,nan,the first noel,john stainer,782022.0,708576.0
blood brother,"[2013, 2004]",nan,disaster tourism,richard mazzotta+christopher kleinberg+michael weiss+aaron weiss+daniel pishcock+mewithoutyou,88991.0,370765.0
bloodied but unbowed: uncut,2011,nan,death to the sickoids,brian goble+the subhumans,694858.0,371149.0
legs,"[1997, 1994]",nan,heat miser,massive attack,846656.0,514983.0
die hard 2,"[1990, 1989]",nan,let it snow! let it snow! let it snow!,sammy cahn+jule styne+vaughn monroe,791873.0,414138.0
sounds of the 80s,"[2014, 1988]",sporting 80s special with kriss akabusi (#1.17),i want your love,transvision vamp,705549.0,220368.0
greys anatomy,2005,shiny happy people (#6.22),american stitches,richard walters,347141.0,103368.0
texaco star theatre starring milton berle,"[1948, 1995]",(#8.4),i hear you knocking ,david bartholomew+earl king+gale storm,651053.0,234641.0
cd:uk,"[1998, 2005]",(2005-12-03),ugly (live),sugababes,496031.0,38759.0
guitar hero world tour,"[2008, 2001]",nan,the middle,jimmy eat world,662100.0,460389.0
zoom,"[2006, 2001]",nan,the middle,jim adkins+rick burch+jimmy eat world,662100.0,732736.0
the blues,"[2003, 1999]",the road to memphis (#1.3),mystery train,herman parker+sam phillips+little juniors blue flames,530322.0,239680.0
tengo ganas de ti,2012,nan,grow,delorean,430953.0,641612.0
operation flashpoint: red river,"[2011, 1993]",nan,symphony of destruction (live),megadeth,768321.0,567001.0
wwe smackdown! vs. raw 2006,"[2005, 1993]",nan,symphony of destruction (live),dave mustaine+megadeth,768321.0,716009.0
six feet under,"[2001, 2004]",all alone (#5.10),breakaway,kelly clarkson,50019.0,213175.0
melrose place,2009,nightingale (#1.2),hysteric,yeah yeah yeahs,233810.0,151088.0
how to make it in america,"[2010, 2009]",unhappy birthday (#1.4),birthday sex,jeremih,562963.0,114797.0
the work of director spike jonze,"[2003, 1997]",nan,elektrobank,the chemical brothers,932971.0,692129.0
the pied piper of cleveland: a day in the life of a famous disc jockey,"[1955, 1954]",nan,good rockin' tonight,roy brown+elvis presley,163379.0,678423.0
elvis 56,"[1987, 1954]",nan,good rockin' tonight,roy brown+elvis presley,163379.0,429177.0
musical lluï¿½s llach,"[2007, 1972]",nan,ma tristesa,lluï¿½s llach,145720.0,548750.0
fairport convention  who knows where the time goes?,"[2012, 1970]",nan,walk a while,richard thompson+dave swarbrick+fairport convention,351568.0,435731.0
the music never stopped,2011,nan,kind woman,richie furay+buffalo springfield+arrangementw ith warner music group film+tv licensing,308642.0,674745.0
london to brighton,2006,nan,zid,dino merlin,462928.0,522087.0
the falcon and the snowman,"[1985, 1974]",nan,pick up the pieces,average white band+arrangement with warner special products,365768.0,658994.0
fox hunt,"[1996, 1974]",nan,pick up the pieces,average white band,365768.0,443882.0
undercover brother,"[2002, 1974]",nan,pick up the pieces,alan gorrie+roger ball+onnie mcintyre+hamish stuart+average white band+arrangement with bug+arrangement with warner special products,365768.0,708715.0
roswell,1999,four aliens and a baby (#3.17),nullabor song (live),kasey chambers,209760.0,197909.0
top of the pops,1964,(1995-09-14),like lovers do,lloyd cole,933339.0,302564.0
man of the year,"[2006, 1985]",nan,sotto le stelle del jazz ( live ),paolo conte+arrangement with warner music group film+tv licensing,769744.0,532329.0
treme,"[2010, 1994]",at the foot of canal street (#1.4),follow me (club mix),aly-us,119024.0,304884.0
quantum leap,"[1989, 1966]",the leap home: part 2 (vietnam) - april 7  1970 (#3.2),wild thing,chip taylor+the troggs,56681.0,189495.0
the british invasion returns,"[2000, 1966]",nan,wild thing,chip taylor+the troggs,56681.0,651338.0
september clues,"[2007, 1982]",nan,once in a lifetime (remastered & extended version ),david byrne+brian eno+chris frantz+jerry harrison+tina weymouth+talking heads,683350.0,609006.0
talking heads: once in a lifetime,"[1981, 1982]",nan,once in a lifetime (remastered & extended version ),david byrne+brian eno+chris frantz+jerry harrison+tina weymouth+talking heads,683350.0,639354.0
zodiac,2007,nan,soul sacrifice,david brown+marcus malone+gregg rolie+carlos santana+santana+arrangement with sony bmg music entertainment,40564.0,732223.0
san francisco rock: a night at the family dog,1970,nan,soul sacrifice,santana,40564.0,603337.0
baseball,"[1994, 1997]",something like a war (#1.2),guitar rag,sylvester weaver+arrangement with sony music licensing,26759.0,23319.0
no disparen al pianista,"[2007, 2009]",(#2.14),dance with somebody,mando diao,648875.0,167619.0
midnight caller,1988,baby chase (#1.15),i heard it throught the grapevine,creedence clearwater revival+norman whitfield+barrett strong,45739.0,153664.0
virgin snow,"[1976, 1969]",nan,it's your thing,the isley brothers,497153.0,714245.0
top of the pops,"[1964, 1991]",(1996-07-05),where love lives (come on in),alison limerick,957989.0,302875.0
i love the 80s strikes back,"[2003, 1977]",1980 (#1.1),i want you to want me,cheap trick,739770.0,115756.0
cheap trick: from tokyo to you,"[2004, 1977]",nan,i want you to want me,rick nielsen+cheap trick,739770.0,389286.0
thank god its friday,"[1978, 1977]",nan,too hot ta trot,the commodores+lionel ritchie,356175.0,642480.0
true blood,"[2008, 2007]",burning house of love (#1.7),fuk tha prince a pull iz dum,japanther,648407.0,305320.0
beavis and butt-head,"[1993, 1995]",stewart is missing (#6.10),black steel,tricky,246276.0,25327.0
greys anatomy,2005,into you like a train (#2.6),blood and peanut butter,b.c. camplight,263645.0,102997.0
coach carter,2005,nan,your love (is the greatest drug i've ever known),van hunt+millicent hunt+brandon carter,215439.0,394551.0
the kill list,2007,nan,like possitive and negative,shorthanded,646458.0,668058.0
top of the pops,1964,(1973-10-11),ghetto child (lp version),the spinners,212191.0,298532.0
noble things,2008,nan,boys are gonna be boys,lane turner+steve waites+m. jason greene,663560.0,558653.0
the history boys,"[2006, 1980]",nan,a forest,robert smith   / lol tolhurst / simon gallup  / mathieu hartley+the cure,139049.0,664937.0
the cure: play out,"[1991, 1980]",nan,a forest (live at wembley arena),the cure,139049.0,654939.0
ï¿½ lorigine,2009,nan,midnight at minton's,sir howard anthony,787445.0,733727.0
the saint,"[1997, 1996]",nan,atom bomb (atomix 2),fluke,185710.0,682727.0
the carpenters... space encounters,"[1978, 1972]",nan,piano picker,randy edelman+the carpenters,849456.0,652425.0
youre dead...,"[1999, 1975]",nan,the hustle,van mccoy,248452.0,730259.0
pig hunt,"[2008, 2009]",nan,booneville stomp,les claypool,608805.0,576647.0
the 64th annual tony awards,"[2010, 1986]",nan,the best of times,jerry herman+douglas hodge+kelsey grammer+company,557310.0,645076.0
wild child,"[2008, 2007]",nan,i got it from my mama,will.i.am+jean-luc drion+dominique regiacorte,409741.0,724390.0
gossip girl,2007,crazy  cupid  love (#5.15),i got it from my mama,will.i.am,409741.0,100625.0
bye bye love,1995,nan,this little girl of mine,ray charles,521084.0,381201.0
idol,2004,finalen (#2.15),right here  right now (my heart belongs to you),jï¿½rgen elofsson+agnes carlsson,482527.0,117425.0
kidulthood,2006,nan,real life (radio edit),audio bullys,30457.0,500408.0
waking the dead,"[2000, 1997]",nan,snow come down (album version),lori carson+arrangement with warner special products,134178.0,716611.0
sliding doors,"[1998, 1997]",nan,don't feel like cryin',abra moore,509582.0,618916.0
straight outta compton,"[2015, 1976]",nan,everybody loves the sunshine,roy ayers+roy ayers ubiquity,549878.0,631541.0
une famille ï¿½ louer,"[2015, 1987]",nan,what a difference a day makes,dinah washington,839834.0,709067.0
slumber party 57,"[1976, 1987]",nan,what a difference a day makes,stanley adams+marï¿½a grever+dinah washington,839834.0,619164.0
the italian job,2003,nan,music and wine (speakeasy 3000),jay denes+blue six,135898.0,667136.0
thelonious monk: straight  no chaser,"[1988, 2003]",nan,boo boo's birthday (take 2),thelonious monk,943467.0,693121.0
studio 60 on the sunset strip,"[2006, 2008]",the long lead story (#1.5),come again,john dowland+sting,727967.0,227486.0
40th annual country music association awards,2006,nan,a real fine place to start,radney foster+george ducas+sara evans,925673.0,329896.0
castle,2009,ghosts (#1.8),move you [ssspii] (album version),anya marina,65024.0,43071.0
harold and maude,1971,nan,tea for the tillerman - live at the bbc,cat stevens,42667.0,464749.0
wonderfalls,"[2004, 2002]",safety canary (#1.9),inside of love,nada surf,215688.0,320626.0
window theory,"[2005, 2002]",nan,inside of love,nada surf+matthew caws+daniel lorca+ira elliot+permission of songs as pets+karma code,215688.0,725171.0
sexo  amor e traiï¿½ï¿½o,"[2004, 2001]",nan,por que que eu nï¿½o pensei nisso antes,itamar assumpï¿½ï¿½o+zï¿½lia duncan,165840.0,610102.0
patrik 1 5,"[2008, 2009]",nan,here you come again,barry mann+cynthia weil+jessica andersson,222640.0,572890.0
bored to death,2009,two large pearls and a bar of gold (#3.6),hold on,the bandana splits,159600.0,34646.0
mala noche... no!,1988,soda stereo,dï¿½a comï¿½n  doble vida,gustavo cerati+charly alberti+soda stereo,465157.0,148134.0
local hero,1983,nan,going home: theme of the local hero,mark knopfler+alan clark+mike brecker+tony levin,200424.0,521634.0
cold turkey,1971,nan,theme from the magnificent seven,elmer bernstein,628572.0,395230.0
moonraker,1979,nan,theme from the magnificent seven,elmer bernstein,628572.0,544848.0
ugly betty,"[2006, 2005]",swag (#1.11),9 to 5,lady sovereign ft the ordinary boys,664671.0,308643.0
the sopranos,1999,the blue comet (#6.20),running wild (extended instrumental version),stuart staples+tindersticks,585813.0,270181.0
the vampire diaries,"[2009, 2003]",unpleasantville (#1.12),this magic moment (album version),doc pomus+mort shuman+the misfits,780781.0,281864.0
big love,"[2006, 2003]",vision thing (#2.5),this magic moment (album version),doc pomus+mort shuman+the misfits,780781.0,30803.0
unplugged,"[1989, 1955]",eric clapton (#3.1),san francisco bay blues,jesse fuller,213097.0,309926.0
top of the pops,"[1964, 1979]",(1980-02-07),someone's looking at you,the boomtown rats,640326.0,300927.0
alan shearers euro 96: when football came home,"[2016, 1994]",nan,rocks,primal scream,352653.0,342214.0
the gigolos,"[2006, 1998]",nan,sleazy bed track,eds chesters+adam devlin+mark morriss+scott morriss+the bluetones,306812.0,661717.0
daydream nation,"[2010, 2007]",nan,bad girl,devendra banhart,298127.0,406785.0
friday night lights,"[2006, 2004]",blinders (#1.15),on the verge,le tigre,342557.0,92343.0
the quiet earth,"[1985, 1995]",nan,prelude no. 2,kenny burrell,879726.0,680321.0
concert for diana,"[2007, 2004]",nan, (reach up for the) sunrise,duran duran,423790.0,397082.0
reading and leeds festival,"[2009, 2008]",florence and the machine (#1.1),i don't care,fall out boy,20505.0,193123.0
misfits,"[2009, 1983]",(#5.6),age of consent,new order,188836.0,154875.0
price of glory,2000,nan,finalmente,glenda lee+luis blanco+andres blanco+king changï¿½,725124.0,582712.0
to have and have not,"[1944, 1956]",nan,baltimore oriole,hoagy carmichael,132326.0,698081.0
jennifers body,2009,nan,little lover's so polite [the one am radio remix],brian aubert+christopher guanlao+nikki monninger+joe lester+silversun pickups,467658.0,491345.0
money train,1995,nan,show you the way to go,kenny gamble+leon huff+men of vizion+arrangement with sony music licensing,182096.0,543976.0
welcome to the 80s,2009,synthiepop und new romantic (#1.2),passing strangers (live),ultravox,712567.0,317205.0
the wire,"[2002, 2007]",react quotes (#5.5),party like a rock star,brian ward+demetrius hardin+rasheed hightower+richard stephens+shop boyz,534257.0,285146.0
spring breakdown,"[2009, 2007]",nan,party like a rock star,demetrius hardin+rasheed hightower+jason pittman+richard stevens+brian ward+william whedbee+shop boyz,534257.0,626820.0
frag doch mal die maus,"[2006, 2008]",nikolaus-special (#1.7),helden gesucht,thomas godoj,151495.0,91061.0
night of the creeps,1986,nan,bongo rock (digitally remastered),preston epps,316929.0,556622.0
top of the pops,"[1964, 2001]",(2001-03-23),i wanna be u,chocolate puma,511758.0,303608.0
waterloo road,"[2006, 1997]",girls just wanna have fun (#9.13),rip groove (tim deluxe remix),double 99,843434.0,315845.0
dream a little dream,"[1989, 1986]",nan,dreams come true (stand up and take it),gregg sutton+maria mckee+lone justice+arrangement with warner special products,67267.0,421503.0
jeff buckley: live in chicago,"[2000, 1994]",nan,hallelujah,leonard cohen+jeff buckley,452854.0,491030.0
time out of mind,"[2014, 2007]",nan,harlot blues,dragons of zynth,295285.0,697323.0
so you think you can dance,2005,top 14 results (#2.13),let me love you,mario,64860.0,217176.0
secretary,"[2002, 1958]",nan,whatchamacallit,juan garcï¿½a esquivel,430660.0,608027.0
witches of east end,"[2013, 1998]",pilot (#1.1),cruise control,transient waves,499335.0,320176.0
ben & gunnar,"[1999, 1980]",nan,cadillac ranch,bruce springsteen,228549.0,364482.0
mill ave  inc.,"[2008, 1989]",nan,hey jealousy,doug hopkins+the gin blossoms,451198.0,541107.0
brigadoon,1954,nan,the heather on the hill,frederick loewe+gene kelly,671621.0,376775.0
one hit wonderland,"[2012, 1984]",somebodys watching me by rockwell (#2.12),lovergirl,teena marie,868963.0,171936.0
the lost city,2005,nan,si me pudieras querer,bola de nieve,158054.0,671571.0
chuck,"[2007, 2008]",chuck versus the dream job (#2.19),highschool hoodlums,the datsuns,455901.0,45720.0
tony hawk: ride,2009,nan,the geeks were right,the faint,841322.0,699659.0
campeones de la vida,1999,(#1.140),penumbras,sandro,219197.0,41192.0
michael bublï¿½: live from mohegan sun,2004,nan,the way you look tonight (album version),jerome kern+dorothy fields+michael bublï¿½,507665.0,539826.0
wrestling,2008,nan,far from an answer,papas fritas,407601.0,727455.0
final dance: born to be alive,"[2006, 1996]",nan,awake,moonspell,899988.0,439343.0
damned in the u.s.a.,"[1992, 1999]",nan,jesse don't like it (album version),loudon wainwright iii,401518.0,404036.0
life on mars,"[2008, 1976]",take a look at the lawmen (#1.8),whiskey in the jar,thin lizzy,597151.0,138561.0
in the name of the father,"[1993, 1976]",nan,whiskey in the jar,thin lizzy,597151.0,484491.0
breaking the waves,"[1996, 1976]",nan,whiskey in the jar,phil lynott+eric bell+brian downey+thin lizzy,597151.0,376209.0
fearless,1993,nan,sin ella (without her),gipsy kings,176123.0,437725.0
torchwood,2006,small worlds (#1.5),ooh la,the kooks,569725.0,304098.0
