_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists
10278315,397266,131942,fear of the future,2000.0,the residents,everybody out of the water,2002,the wallflowers
10278320,530011,131942,house of the rising sun,2016.0,the animals,everybody out of the water,2002,the wallflowers
10278400,284534,131942,house of the rising sun,1999.0,the crowd,everybody out of the water,2002,the wallflowers
10278427,157422,131942,news of the world,2005.0,the jam,everybody out of the water,2002,the wallflowers
10278497,301066,131942,talk of the town,1964.0,the pretenders,everybody out of the water,2002,the wallflowers
10278539,699471,131942,slaughter of the soul,2007.0,at the gates,everybody out of the water,2002,the wallflowers
10278585,574356,131942,march of the swivelheads,2015.0,the beat,everybody out of the water,2002,the wallflowers
10278679,718635,131942,man of the night,2013.0,the hunting party,everybody out of the water,2002,the wallflowers
10278709,721382,131942,house of the rising sun,2015.0,the animals,everybody out of the water,2002,the wallflowers
10278818,729869,131942,the bark of the dog,2011.0,the porcupine singers,everybody out of the water,2002,the wallflowers
10278924,492149,131942,house of the rising sun,2013.0,the animals+traditional+alan price,everybody out of the water,2002,the wallflowers
10278936,628239,131942,ballad of the whale,1986.0,the yellowjackets,everybody out of the water,2002,the wallflowers
10279023,520646,131942,hen of the woods,2010.0,the cave singers,everybody out of the water,2002,the wallflowers
10279427,699593,131942,the legend of black thunder,2003.0,the hookers,everybody out of the water,2002,the wallflowers
10279563,696252,131942,like the cover of damage,2008.0,the video dead,everybody out of the water,2002,the wallflowers
10281675,375292,713706,growin up in the hood,1991.0,mc eiht+the unknown d.j.+d.j. slip+comptons most wanted,all around the hood,2000,mc eiht
10286482,716223,661177,shadows in the dust,1950.0,the sons of the pioneers,move in the room of the lord,0,the five blind boys of mississippi
10295905,656468,1613,the ancient city,1995.0,michael land,the battle,1993,michael kamen
10295967,266961,1613,the whole truth,2002.0,michael penn,the battle,1993,michael kamen
10296278,678071,1613,the lords prayer,2014.0,michael getches+shannon mcarthur,the battle,1993,michael kamen
10296399,685635,1613,the square peg,1958.0,michael carr+philip green,the battle,1993,michael kamen
10296469,689316,1613,the mop,2012.0,michael hosty,the battle,1993,michael kamen
10296989,454011,1613,the great machine,2010.0,michael a. reagan,the battle,1993,michael kamen
10297181,591230,1613,the lost chord,2011.0,michael parks,the battle,1993,michael kamen
10297772,487865,1613,the aviator,2004.0,michael a. mccann+behavior,the battle,1993,michael kamen
10298556,482063,1613,youre the one,2001.0,michael kamen+shane macgowan+the popes with maire brennan,the battle,1993,michael kamen
10316874,694742,777937,moving on,2012.0,michael giacchino,moving targets,2006,michael hoenig
10319711,664942,690126,big mistake,,,big red balloon,1972,nancy sinatra and lee hazlewood
10327053,169925,545005,horror en el hipermercado,2014.0,carlos garc�a berlanga+nacho canut+alaska y los pegamoides,terror en el hipermercado,1998,alaska y los pegamoides
10333278,304930,6089,when the saints go marching in,2010.0,dr. john,when the spice hits,0,john pinette
10336203,470338,265859,outside my door,2015.0,holger czukay+irmin schmidt+jaki liebezeit+michael karoli+malcolm mooney+can,outside my door (2004 digital remaster),1969,can
10343415,496018,322237,only this moment,2006.0,svein berge+torbj�rn brundtland+kate havnevik+r�yksopp,only this moment  (headman remix),2005,r�yksopp
10348393,88694,128154,suave,1963.0,luis miguel,suave,1993,luis miguel
10356585,584828,619267,the stars of track and field,2002.0,isobel campbell+richard colburn+mick cooke+christopher geddes+stuart david+stevie jackson+sarah martin+stuart murdoch+belle+sebastian,gift from the stars,0,christopher
10356635,621369,619267,i can see the stars,1996.0,christopher franke+david glickman,gift from the stars,0,christopher
10358718,18715,242644,here for the party,1975.0,john rich+big kenny+gretchen wilson,here for the party,2004,gretchen wilson
10367990,658030,286530,i am hell,1991.0,rob zombie  / white zombie+white zombie,i am legend,1992,white zombie
10369361,723621,609924,best thing ever,1987.0,scritti politti+green gartside+david gamson,best thing ever (soundtrack album version),0,scritti politti
10374329,715758,16438,rise up,2010.0,cypress hill,break it up,1991,cypress hill
10377571,307060,600294,amor eterno,2011.0,juan gabriel+falete,amor mio,0,juan valentin
10378935,170131,286908,lobo hombre en par�s,2014.0,la uni�n,lobo hombre en paris (dance) (love sessions),2006,la union
10381580,548502,294239,honey coloured moon,1935.0,mabel wayne+desmond carter,honey (1940),0,bo carter
10386028,17234,200208,police on my back,2008.0,the clash,police on my back,1980,the clash
10386037,193814,200208,police on my back,2014.0,eddy grant+the clash,police on my back,1980,the clash
10386266,669358,200208,im winging my way back home,2012.0,the blackwood brothers,police on my back,1980,the clash
10386575,649818,200208,girl is on my mind,2008.0,the black keys,police on my back,1980,the clash
10387570,633702,362733,them lies,2012.0,we trust,buried in lies,2009,as we fight
10387948,406485,245823,precious,1994.0,annie lennox,precious,1992,annie lennox
10393263,688413,498911,dont talk down,2009.0,dave hamelin+tim fletcher+liam oneil+olivier corbeil+gus coriandoli+the stills,don't talk down,2008,the stills
10393331,555255,498911,all talk,2010.0,the enablers,don't talk down,2008,the stills
10393437,685993,498911,going down,1991.0,the stone roses,don't talk down,2008,the stills
10393659,362221,498911,root down,2000.0,the beastie boys,don't talk down,2008,the stills
10398217,34860,848743,since i fell for you,2004.0,buddy johnson+dr. john,my love for you,0,john proulx
10398252,568778,848743,fall for you,2002.0,john mcvay,my love for you,0,john proulx
10398735,558251,848743,oh my love,1995.0,john lennon+yoko ono,my love for you,0,john proulx
10398804,331470,848743,dont turn my love away,2012.0,john deborde,my love for you,0,john proulx
10399668,493120,848743,used to love you,2005.0,john legend,my love for you,0,john proulx
10400225,493207,848743,love song for no one,2014.0,john mayer,my love for you,0,john proulx
10400721,564407,848743,if you love me (let me know),2007.0,john rostill,my love for you,0,john proulx
10401214,477056,848743,do you believe in love,2005.0,robert john lange,my love for you,0,john proulx
10403375,657035,520816,five to one,1987.0,the doors,no one,0,the techniques
10403382,281201,520816,no one sleeps when im awake,2009.0,the sounds,no one,0,the techniques
10403500,669343,520816,no regrets,2004.0,the von bondies,no one,0,the techniques
10403502,15923,520816,no more heroes,1975.0,the stranglers,no one,0,the techniques
10403526,549608,520816,no comment,1987.0,the shangs,no one,0,the techniques
10403528,419189,520816,no clue,2015.0,the p-town skanks,no one,0,the techniques
10403672,717914,520816,no justice,2005.0,the retaliates,no one,0,the techniques
10403693,721393,520816,no more heroes,2005.0,the stranglers,no one,0,the techniques
10403769,608283,520816,no way out,2011.0,the dts,no one,0,the techniques
10403839,247612,520816,no secret why,2010.0,the coast,no one,0,the techniques
10403851,381736,520816,no big deal,2003.0,the sahara hotnights,no one,0,the techniques
10403864,649830,520816,no trust,2008.0,the black keys,no one,0,the techniques
10403889,563441,520816,lonesome no more,2009.0,the longcut,no one,0,the techniques
10403908,394154,520816,theme one,2014.0,the astroboy,no one,0,the techniques
10406339,342103,393764,prince ali reprise,1992.0,alan menken+jonathan freeman,prince ali (reprise),0,jonathan freeman
10406669,732177,116896,good news tomorrow,1941.0,neville fleeson+grace hayes,good enough,2002,darren hayes
10410426,722478,572931,somewhere in between,1992.0,dave clark+russell mauldin,the words in between,0,dave evans
10410428,724821,572931,read between the lines,1972.0,dave antrell,the words in between,0,dave evans
10411782,680611,572931,high in the saddle,1942.0,dave obrien+james newill,the words in between,0,dave evans
10416555,712249,389903,blue like a dream,1969.0,the needles,santa looked a lot like daddy,1995,the tractors
10416665,513200,389903,feels like a woman,1997.0,the troggs,santa looked a lot like daddy,1995,the tractors
10416707,700892,756118,tuff enuff,1986.0,the fabulous thunderbirds,tuff ghost,2003,the unicorns
10416717,689818,756118,sea ghost,2010.0,alden penner+nicholas thorburn+the unicorns,tuff ghost,2003,the unicorns
10416720,172678,756118,your ghost,2003.0,the new amsterdams,tuff ghost,2003,the unicorns
10416740,228185,756118,gray ghost,2003.0,the fever,tuff ghost,2003,the unicorns
10416757,567321,756118,ghost world,2003.0,the blue room,tuff ghost,2003,the unicorns
10416768,72703,756118,ghost town,2000.0,the specials,tuff ghost,2003,the unicorns
10420228,616681,139335,fascinated,2004.0,company b,fascinated (eartight remix),0,company b
10424517,43806,317193,what now my love,1967.0,gilbert b�caud ; english lyric by carl sigman+barbara mcnair+with an orchestra+choir under the direction of ralph carmichael,what love has joined together,2004,barbara mcnair
10425938,689584,26851,light of day,2011.0,analog smith,divine light,0,lonnie liston smith
10426756,329177,831098,disko partizani,2014.0,shantel,disko partizani,2007,shantel
10431460,721534,744469,send in the clowns,2013.0,lisa dawn miller,in the land of fairies,2006,lisa germano
10438640,555322,49756,louisiana man,2008.0,doug kershaw,louisiana woman,2007,doug kershaw
10438700,684886,49756,big city woman,2009.0,doug mccloud,louisiana woman,2007,doug kershaw
10440955,615469,292643,my little town,2004.0,paul simon+simon+garfunkel,my reward,2003,paul baloche
10455172,426966,142785,peter pan,2008.0,el canto del loco,peter pan,2008,el canto del loco
10457819,212604,55729,perverted undertone,2010.0,prefuse 73,perverted undertone,2003,prefuse 73
10476183,523838,105974,pretty little angel eyes,1983.0,tommy boyce+curtis lee,pretty little angel eyes,1961,curtis lee
10480139,312880,807830,big fun,2007.0,inner city,big fun (filippo 'naughty' moscatello respect mix),1988,inner city
10480473,155173,140814,if we help one another,1973.0,rick springfield,if we help one another,0,rick springfield
10481253,645013,13946,were not going to take it,2010.0,the veronicas,going to marrakesh,2002,the extra glenns
10481848,321439,892274,pencil full of lead,1973.0,paolo nutini,pencil full of lead (radio edit),2009,paolo nutini
10488763,725946,836903,inside,2008.0,the phantom pains,i,1994,the velvets
10489695,702089,188141,las cosas m�s hermosas de la vida,1975.0,,la fatalidad de las leyes,2003,fernando samalea
10489825,516749,188141,la fanfare de la jeune fille,2000.0,,la fatalidad de las leyes,2003,fernando samalea
10489866,713869,188141,las dos ni�as de la venta,1958.0,,la fatalidad de las leyes,2003,fernando samalea
10489941,570764,188141,la d�claration de guerre,2015.0,,la fatalidad de las leyes,2003,fernando samalea
10489958,581474,188141,la dame de pique,1996.0,,la fatalidad de las leyes,2003,fernando samalea
10489968,728258,188141,la negra (son de la negra),2001.0,,la fatalidad de las leyes,2003,fernando samalea
10489975,601898,188141,la luz de tus ojos,1959.0,fernando garc�a morcillo+joselito,la fatalidad de las leyes,2003,fernando samalea
10490007,507933,188141,la chanson de craonne,1987.0,,la fatalidad de las leyes,2003,fernando samalea
10490042,34479,188141,au clair de la lune,1962.0,,la fatalidad de las leyes,2003,fernando samalea
10490051,702484,188141,en haut de la tour,2015.0,,la fatalidad de las leyes,2003,fernando samalea
10490066,725686,188141,au clair de la lune,2010.0,,la fatalidad de las leyes,2003,fernando samalea
10490073,733600,188141,el chico de la arm�nica,2012.0,fernando arbex+daniel diges,la fatalidad de las leyes,2003,fernando samalea
10490075,602653,188141,le chemin de la route,2012.0,,la fatalidad de las leyes,2003,fernando samalea
10490080,618857,188141,cafe de la playa,2009.0,,la fatalidad de las leyes,2003,fernando samalea
10490119,529710,321937,devil wouldnt recognize you,2010.0,madonna+justin timberlake+tim mosley+nate hills+joe henry,devil wouldn't recognize you [live],2010,madonna
10490818,689507,7083,come on (live),1999.0,the verve,octopussy (live),2010,the wedding present
10490850,215649,7083,janie jones (live),1976.0,the clash,octopussy (live),2010,the wedding present
10491460,258618,262992,smile like you mean it,2003.0,the killers,smile,0,the new tradition
10502048,372235,848274,a spoonful blues,1993.0,charley patton,farrell blues,2001,charley patton
10509570,692125,289856,praise you,2003.0,fatboy slim,praise you 2009,0,fatboy slim vs fedde le grand
10510236,691589,787081,the bandits of beverly hills,1985.0,kris kristofferson,the banks of the nile,2010,kris drever
10526147,595237,306108,get away from here,1967.0,the standells,away from here (2006 remastered album version),0,the red telephone
10527967,698803,333325,room at the top,1999.0,,love at the five & dime,1986,nanci griffith
10529393,733016,333325,at the crossroads,2012.0,,love at the five & dime,1986,nanci griffith
